tax_income_tax_year,tax_income_state_ut_code,tax_income_district_lgd_code,tax_income_pan_hash,tax_income_aadhaar_pan_linked_flag,tax_income_return_count,tax_income_total_income_inr,tax_income_taxable_income_inr,tax_income_total_tax_liability_inr,tax_income_effective_tax_rate_pct,tax_income_tds_withheld_inr,tax_income_self_assessment_paid_inr,tax_income_refund_amount_total_inr,tax_income_capital_gains_net_inr,tax_income_house_property_income_inr,tax_income_business_profession_income_inr,tax_income_tax_regime_code,tax_income_audit_selection_rate_pct,tax_income_processing_time_days_median,tax_income_data_extract_date
2018,KL,120458,c70a991e3bc22cb8b590db1d313c087555e06d12fc1f2df08f9bb42aad6582f1,1,181507,1597421,1221453,75666,6.19,84080,0,8414,133952,424162,499167,NEW,5.12,76,2025-03-04
2024,TN,230907,308597be042f5ade8b0ff2c39250d385aad14df77ad0c7c6ea99f73e4cf3e677,1,154921,1431503,1108289,310059,27.98,340903,0,30844,30196,10348,528410,OLD,0.91,33,2025-09-04
2022,AS,035477,17263c39535c52097be4812f57ea3b67703ea84f66dd6a5d9977f3268121111a,1,42805,2617996,2264864,185012,8.17,100006,48313,0,343100,318684,532038,NEW,1.76,36,2024-01-26
2023,KL,124236,9713c01654f79fd8189de7e83ccfb80c09e43092f5e7f19a8d58acdcf33338c9,0,40449,4267170,2755903,740463,26.87,622659,13651,0,343321,38562,332985,NEW,1.44,85,2025-01-19
2022,UK,260083,384b88ad9dc254e0663b62ae2dbcc258bfe10941bd6d541ea00b93ac91774713,1,97655,3882953,3690002,183980,4.99,152193,1784,0,852091,251826,1075104,OLD,5.33,102,2024-09-24
2022,PY,369301,fdf32f7188753e8e1429276142d2a23f52b2c5a39622645d939e01a027d2cfbe,1,124083,4525058,3091835,731593,23.66,556243,85548,0,237902,228875,1503294,NEW,4.71,110,2024-10-11
2018,OD,197303,383181a03691c97101c5aff56d5493d44f6cf0e5a4f685dcf7970c0f65873861,1,7319,391305,312440,56128,17.96,54543,1275,0,83706,292109,115304,NEW,5.02,101,2024-07-05
2022,MN,155024,fdf3e127423856fd6c0d57a8c1c71af2550145b6e2dac92a40818d0800dac038,1,99650,3420239,3152132,667201,21.17,611673,29502,0,567398,423629,547603,OLD,3.46,76,2025-05-27
2024,ML,169869,3ecea0697294d6fd9874bae84ccd0bf82e494f4c0b8ee1c9fb885fa019b6d976,1,18250,4622001,3582432,1116728,31.17,692467,124575,0,217221,122530,766088,OLD,1.4,23,2025-11-28
2020,TR,259711,0ce5cb43294cd0bd452a1c795c25267d2a5055c581295db8df1d76137af5e6c3,1,52770,1333194,1165251,34957,3.0,23719,188,0,135068,373572,329424,NEW,2.32,51,2024-03-15
2022,PB,209739,bd7ba654e6391a0759bd64ce9d8a820a6fc74a103b6b0bacacbc19d1bdb16f9c,0,72438,3559269,3103971,148123,4.77,164519,0,16396,438174,50048,309753,NEW,3.35,17,2024-01-17
2018,AP,012588,1194ae07d29840fc0969105fd6333a5f47f07af680362d801399f18674732adb,1,9130,186902,166288,4208,2.53,2779,302,0,24381,429330,71168,OLD,0.21,54,2024-11-05
2020,PB,208808,0d8c9613ffa80cc83ccbc69830cd4934c172c07be43b2ae13fa9557327b9578a,0,53215,5472595,4918498,817866,16.63,617708,115005,0,543284,164992,251977,OLD,3.87,73,2025-07-04
2021,MN,155045,df089a219f2fc5962717b13e86f23057a81fe6a89f9ff1a8d6c70f42a460b5f3,1,126328,4463075,3207875,824097,25.69,971047,0,146950,652309,361144,977178,OLD,5.14,81,2024-03-01
2025,UK,267260,7329e321e39bc2fdd9c68262468013458c90dd9813c0ccbf2b90798190d5bb7c,1,199576,3794595,2680233,80406,3.0,87306,0,6900,679935,350397,1467550,NEW,2.02,30,2025-08-18
2019,DL,328595,1c13139371966d3357706b4d33e0d703c0c829b4aa0699a8cef12a6054a7ce9e,1,156191,3657744,3275525,816949,24.94,783593,5676,0,462872,241719,871413,OLD,4.11,84,2025-07-23
2020,LD,351633,566037a5cbc7610269efee9b2bc904dc97e1dae09ca0adb2e7e795726a135eb1,1,61972,4069320,3252507,450725,13.86,289914,18061,0,612873,429361,1393446,NEW,2.95,41,2024-09-18
2021,SK,224482,1b39ba788e8b54cdad5bfb1c131ad95940326e989a0dbcb1dd70013e37610f50,1,188401,2621895,2127187,640830,30.13,578669,32992,0,563442,264924,282666,OLD,0.12,84,2024-09-17
2025,MH,141288,474230c44ba8a5bc84b725e002c2202fe9cad33821071367f4952a662279789d,1,88576,5806352,4221940,517030,12.25,472366,17733,0,722530,225010,1164061,NEW,1.78,112,2024-07-21
2024,ML,162794,e771d05b0492e7b0f5883de8bb3d0e3e3b5c32bc8478c3ca42a50c8a512e8d79,0,71641,1399454,891024,280736,31.51,204726,60905,0,145647,24295,449052,NEW,3.21,36,2025-07-13
2018,GJ,074135,96b8072ac154ae8fd6eab15b1dbef2089b7f45f56efe56bdff8953c48a231fe6,0,169598,4891979,3651765,650331,17.81,278923,43159,0,302998,94524,1955561,NEW,4.38,23,2024-05-09
2019,LA,348554,561a3304fe6ee3dfb91498bad021dde68521ca8d7f0257fccee7da35be709955,1,80444,4607316,4455034,1411345,31.68,978376,186639,0,151309,-116491,1333221,OLD,2.47,116,2024-09-19
2024,DH,318626,e077c57d280da480dc9cc46db2c9c7781b459fbb82176a659ccef35e9072cda3,1,148018,5049774,3408964,689304,20.22,555928,57118,0,368958,289377,551662,NEW,1.2,58,2024-08-06
2018,DH,313898,af6eb47c07b390b8d8d38c7c57eab4f9c2c9c83449f41eee42fb1d40d9ba487d,0,33438,564737,376658,41744,11.08,48427,0,6683,57343,225892,37177,OLD,0.46,30,2024-10-21
2024,KL,123291,cdcf0690332662e413abe08ea4ddf70080a158c0467d31b111abebd185872013,1,67138,2753957,1669551,429226,25.71,421498,741,0,526183,277328,1042904,OLD,4.32,37,2025-12-20
2020,KL,125307,641be92554a458b078e7080df39a572022bf3da84eac5d2d75bf11bc492272a3,1,196938,3909809,2959364,461149,15.58,224275,2525,0,212526,238360,974778,NEW,2.25,57,2024-01-20
2025,DH,319118,10e41294f09a98d6448b6ad4412964f7209b0bc5f0f1a0c37ab5aaddc39829aa,1,49536,3770604,2541643,251161,9.88,161028,1697,0,661878,21054,311988,NEW,3.92,43,2024-02-04
2020,PB,209765,ac57a4a0a8a355a7716fdcc15b840edd448d8230850336510f651c6a9ca686ff,0,170067,4177130,3531609,540573,15.31,441835,39359,0,82533,449970,912930,NEW,1.41,108,2024-11-18
2021,UK,262267,6e85b84c8654486a3a6368c150db23ee52eead4543200fba23cc1a7ce7a7db4b,1,93820,3860463,2347561,654997,27.9,498382,8500,0,152865,128242,219448,OLD,4.55,46,2024-12-25
2023,NL,181864,75af3edb0c680d5ff3d491f1f6b2b22a86346a18b48c7ed6e9e172b4f2046455,0,191563,1456055,955673,223950,23.43,90497,52654,0,118788,278724,68911,NEW,2.13,58,2026-02-22
2019,ML,167067,5bf1f0971e2c9333324400df4bc0d8086e61ea1c8af031acafea995eb54c3b2d,1,83781,4993243,2879083,160094,5.56,183800,0,23706,586483,-43613,2067150,OLD,0.41,33,2024-07-27
2022,TN,233014,b7160fdc3972a6c715bcb50a53259ef6baf979bdbfa3b79061549afd86e4157e,1,99574,2977450,1690692,453699,26.84,509609,0,55910,134676,220168,729720,NEW,3.11,85,2025-03-16
2022,CH,301997,b2d370ca41a12218d002e0520492340c978e301f8ac46987fe95809d3dd3bffb,1,79526,5828565,5246184,724256,13.81,824924,0,100668,163244,109298,652861,OLD,4.42,92,2025-07-01
2024,MP,130310,945df5a090703a2cab519003482746d2059be62ebc0d897c634f0e22b84b3673,0,42746,3193166,3000067,90002,3.0,66857,11542,0,451693,408801,1266314,NEW,5.6,69,2025-07-03
2025,CH,304032,6abce4ae6d31be9871adbde303d98fcc72056284c978e622b2c1f19565e76612,0,168914,3294439,2894073,136296,4.71,145386,0,9090,339317,314766,1480843,NEW,5.83,97,2024-09-19
2023,HP,093918,42338cd8e70dda016e948dc2f84cf350e69e9333517dd601dc5229843c13a95c,1,115063,3608999,3327570,99827,3.0,96515,3277,0,375238,412737,1435987,OLD,2.79,35,2025-10-31
2021,MN,155630,d4a5157efe525d38acd6fcf812da9ca1e1348eaafb4e8b8717a223d39f6554f6,1,101516,5245896,3080580,666970,21.65,539842,5767,0,403864,58924,1764803,NEW,3.71,66,2024-09-29
2021,JK,332001,67f2793aa680e76b7a02f56ebd65715c08a3bac89f6ad82d377bc4fad3320215,0,75046,5421949,5076016,418368,8.24,193162,12133,0,503221,256238,2347324,NEW,3.39,88,2024-12-06
2021,LD,357143,5f548135b589b69bcd2c61d62d06d546b71b3c561b903dc1437f6de6233b5fae,0,154695,3570589,2679359,82609,3.08,44136,31722,0,164313,240828,317154,NEW,3.25,108,2024-02-15
2024,LA,346800,51eacf98ddd67f27cad7aaccc516ca28c32430d95c7ad0f9d650800f754c81c6,1,70225,3346528,2946674,344802,11.7,203635,37553,0,226379,23096,1321751,NEW,0.78,41,2026-02-23
2020,KL,124623,152fcda45532eb7a3df2fde284ada5c583c3f9cb053243e81ea127767f6443f8,0,48293,468807,381972,105970,27.74,118339,0,12369,63555,66760,75680,OLD,4.06,18,2025-12-17
2019,DH,311813,cbe45c345b4b33439b5915d59e1102f8dd11371d6b5fc0702608bd2149747659,1,17390,543812,380909,76636,20.12,71447,4537,0,71007,264677,7889,OLD,5.8,94,2024-07-12
2020,LA,345069,1d90d585e8f8d71fc2a136e4fc20cf07d7232be1173bebfb01a844158ce28dae,1,174771,4458622,2959916,460541,15.56,546397,0,85856,1009796,-36151,64962,OLD,0.85,62,2025-02-14
2018,PY,366748,f7fcc6dde60af44d2570c8467f6e054a20ea9c67e92b2e1e2676c9ca70e943b5,1,15556,2168085,1302576,305613,23.46,260732,27637,0,451254,108017,183258,NEW,1.94,9,2025-10-20
2018,AP,013727,a20801632812f7fb59830cda53ebf4929a409e6786d56587b92b02662fe221f2,1,169133,2704784,1967568,59027,3.0,27610,250,0,4801,302590,948757,OLD,0.55,99,2024-02-24
2018,UP,272634,2abe46e926bb7dd7f10d15376c66fca8567c1eec6737aca410a2c8e5c8d7fe59,1,76380,3825712,2916968,824005,28.25,644545,46794,0,219752,359464,1543683,NEW,2.48,61,2025-06-14
2024,PY,365065,fa25d33db62d392c669fa54095ffb832acf80664a19f5abe7ac743c1910514e2,0,1506,1447865,1408395,80103,5.69,39204,10601,0,321315,215907,83372,NEW,2.94,75,2025-08-14
2023,WB,283552,1af1eab55de9e38d2ee78258884dd08fa7cba7568f8f78f59c22219e1d37f849,1,185313,2098873,1188035,35641,3.0,39956,0,4315,165156,261553,798457,NEW,2.21,45,2025-05-20
2023,HP,094005,2e894ccb307dc6e8ab5df676ba0d12d05ec6fdc79c3f0f96875228736eaa3a55,0,148426,401176,322450,37389,11.6,23283,5438,0,47911,350510,136384,OLD,2.91,118,2025-09-05
2021,WB,283488,603fe7c093af3d9b3906732f0ba0e30eb59edf105976a1e5193779363b03f418,1,144881,4642450,3601370,108041,3.0,60266,27586,0,783395,11752,109101,NEW,4.84,53,2024-06-25
2023,BR,043034,5b9871c108139c36f9eea7b041bc769dfa00684d6dd87bf99b1c45d0fd6832ac,0,110036,3124777,1749391,93531,5.35,75695,16621,0,424467,267003,1028443,OLD,1.36,72,2024-12-28
2019,NL,187167,6597ef39855454fd6cf74c5a0412b275c89cca5b2af7299ce2090b03591f439c,1,152351,1260946,872308,206283,23.65,215703,0,9420,1534,299396,21777,NEW,4.57,65,2025-05-14
2025,TN,234602,a1f20a7839ffd2424073a602109ad87c4988f8b17f7d8b2ac73bcebd97121abd,0,27494,3637155,2661883,344752,12.95,278655,8416,0,187825,345799,429774,OLD,4.78,115,2026-02-09
2022,MZ,174665,c737666e383d236b706abe3eac5a04e479e1c5a1c2c1eee38eb119098468219b,1,47623,986579,752302,22569,3.0,9717,7144,0,24772,226680,235702,OLD,3.53,74,2024-02-16
2025,UK,266530,c30f8d55cf10cae843fc2ba7b88b6673b9358df448e17583f9cf3266cbd3efa6,1,109223,4717007,3067875,631989,20.6,628427,2490,0,197695,-31680,1930041,NEW,1.96,14,2024-06-26
2019,HP,093612,d9a6df71a064bcddd928ee4f04494cdedc2507ff0d166dc861e2f270fd71d9d3,0,147171,1501541,847864,191850,22.63,81969,85932,0,55320,-91217,71185,OLD,5.63,103,2024-09-13
2021,SK,221010,d31d22bad368a8c485ec45f652e9b74d36f2f2b6d340e84f623ea629168c1411,1,118093,1731423,1171052,337998,28.86,298622,36230,0,269573,230312,271378,OLD,2.25,7,2025-10-26
2023,TS,248526,d3abde2973f4681870fdf26abb773792a787911e00fe35b58efdc53b53af8f1b,0,81857,5275097,4798415,237391,4.95,212119,18406,0,536166,37798,1369481,OLD,0.39,64,2025-08-24
2021,TN,230557,e85498e11272c706cd11834d670f016fe7da95bf07c4a4fc801c70c01c99c49e,1,134704,4496630,4035180,1106821,27.43,627363,330794,0,74814,89405,1497793,OLD,0.9,44,2025-10-28
2021,KA,115719,5146cdcf99a3808b68fca9d69e66da71820db2621bb466035974e16a6baee974,1,12818,3670783,2304234,522569,22.68,395720,6862,0,75517,143267,1512086,NEW,5.36,59,2025-05-22
2019,KA,112658,8a67e210ce13c69819fb79e4e4fceff9129996e03d68d36bb17ee88462b57619,1,102133,3192284,2642920,476675,18.04,193031,154534,0,758451,305508,673516,OLD,0.98,101,2025-02-14
2021,JH,102138,5986b8cff265fac13a28f950f886f58727f202c0c2db48bff36d15407c5afeca,1,79567,1273304,1206033,101025,8.38,63336,22566,0,49264,81980,481824,OLD,2.74,15,2024-11-11
2019,MZ,170419,a4c5f81451213d2a4e405bfe362107d80d4ab00226c86408bd8d859025b8bb29,1,100133,1906973,1189963,174341,14.65,156119,12691,0,121016,210649,529489,NEW,4.18,8,2025-03-01
2020,SK,229000,dd805fe7b5228289e70264d6526cfce50754d1bcb9537d91b855bc2da9a3d043,1,27119,5781642,3499806,222050,6.34,139299,48273,0,830091,163794,530895,OLD,3.48,108,2024-03-21
2023,MH,144292,d1dca48512ea95dac374b203f749590bf6582d646fc19f208d84a2bdec3bac41,1,180763,5523756,3090667,709809,22.97,310970,163304,0,258381,-89118,1440675,OLD,3.95,32,2024-03-29
2023,MN,153426,5da085205d012ece4b53870e072d0353b70c3865610c00b7cf2602689ad6bcef,1,170886,4399400,2745828,618219,22.51,580761,18259,0,217252,274103,621274,OLD,2.16,54,2024-02-25
2022,KA,117412,5176d2b6afe635548a95f052fb327600b14b2fe67be43ff57a6dfdf2611fa5c7,1,188586,5349341,4814404,295072,6.13,293276,1737,0,97074,184121,1693810,NEW,4.01,118,2024-04-14
2020,HR,080389,f391e14ed0ec2e5c04637691da0fded65b20d2f6df91b1c511f520ef920c68f1,1,168218,4854383,4369020,353179,8.08,385102,0,31923,1190320,5821,621571,NEW,0.15,87,2024-09-16
2025,TS,245645,3b5e68af47694c604ee845a24982986b19a4ffafa946faacb7b648c574009a66,0,133205,2486492,1945417,560972,28.84,617314,0,56342,376734,304246,294101,NEW,1.65,77,2024-11-28
2018,CH,304946,5a6dad20e1e703a21c969699bafb7bfa9e5b320bd2445486ae41119c817eebc1,1,58206,4335731,3006537,453804,15.09,361706,55944,0,574206,-63169,1844478,NEW,0.83,3,2026-02-17
2020,KA,115534,560814b26d1c2a81b2bf73d18dcda05a36b6d508994b99573b72b6b4a03ac0b1,0,23715,4553434,4084045,720251,17.64,522821,87625,0,1011625,29789,1861966,NEW,2.79,48,2025-12-23
2018,DH,311239,6484871248b5090987f6a6d2ddeca9af9de3c5db71dd8ceec03edbb2c0c7610f,1,122772,959388,608114,186545,30.68,162050,10148,0,142571,16236,195029,NEW,0.96,63,2025-08-29
2020,RJ,219525,b9e8c002075d95a0bad86dc357cc609afe415f1617fb0de5250f84d1d895feb5,1,189374,5494348,3352306,222082,6.62,229662,0,7580,361367,253080,1892585,NEW,3.33,12,2024-06-17
2025,GJ,072384,b7a7a4c4f018a3e0b0ef25d18883cb418855f7544e429ca0d7a33d05a3f31dd6,1,73388,3034257,1785236,358264,20.07,279541,62962,0,358238,444284,1340923,NEW,1.17,78,2025-02-19
2020,MH,146784,9b4483db46ac3f1dca6fe29a6a144198163ac62a369df8b3ae6cb71fcfe3f47e,0,198611,1983117,1816674,449962,24.77,538214,0,88252,236773,359327,79089,NEW,2.54,91,2025-01-08
2025,AP,017471,2e56d96e1c4c74dced8308b8c91dd7ab53035ce7fe7c744732a0395cadf6e163,0,31691,2923500,2506557,256221,10.22,233164,20997,0,290946,-41135,797455,OLD,0.54,46,2025-05-07
2021,AR,023439,93dc53425df84a6beae862baf3a4a58ac9fab12e988dc4905d1823735ea46021,1,57378,2073002,1696901,167690,9.88,108409,45892,0,390569,-82855,236475,NEW,2.7,111,2024-02-20
2023,MP,131307,a6b4339233266740f9e3f5ce0729dcd535c75543eea064a02f33b19dceaf7853,1,130232,2095157,1807724,518784,28.7,536924,0,18140,57450,329757,754270,NEW,4.87,112,2024-02-18
2021,MZ,172966,36375e7dcf7a11fb6ae914033bdfeccad0e8d720c98ce4fe4754781e587d343b,1,99057,3342966,2044878,65047,3.18,33864,317,0,133062,209472,152555,OLD,1.97,89,2024-08-23
2020,AN,298069,10f3d2d6d0f9d55e68cd48ce0c2cebc5886f5413e27f47815912a6277941dc7e,1,152261,5986180,4282868,215658,5.04,247711,0,32053,557008,84456,2124882,OLD,4.27,39,2024-03-04
2024,CG,059064,a039dc22e2cca4289f53db70ebeb6c2ed800aeb6ec6e43e89d5272df1abd858e,0,69632,2538944,2285226,300520,13.15,202034,14220,0,45176,385932,229201,OLD,2.61,16,2024-10-19
2025,DH,319369,216671ca5eed1fa3ef26c53d9f22b5b1cd6d422020d1e49d89e916e5033a6c7e,1,155169,1405984,1327542,339167,25.55,321543,1825,0,347065,-18327,288520,OLD,1.48,84,2024-11-02
2020,HP,092263,3be5f92ddb1a30081ea8285291651a1e2690f1c5d77a188a3ee73068c7740899,1,60920,4604655,3548490,516650,14.56,465112,5297,0,570740,-47941,1686313,NEW,1.89,65,2026-01-27
2024,CG,056065,d0472d1105abef2918a2cefb4d4fc8fba26e0e7800c78885fd5389b05ccb54c1,0,30694,1875589,1130016,97838,8.66,46639,49158,0,23494,164856,56940,OLD,1.89,86,2025-06-15
2020,UK,261510,2e527af2f161aee95bf56592da496f607f468879d94fc5b57d8c4ce579e0e737,1,114181,3291042,3194820,429685,13.45,419929,6423,0,500152,33471,1374590,NEW,4.48,50,2024-05-31
2023,WB,287103,0293e02e66d5d2484e98eacc2aa3548e765f6934994b5541ac5ca6bbbf958145,0,103003,1632940,1175491,167563,14.25,108824,48203,0,318874,12403,159712,OLD,1.29,20,2025-04-07
2024,SK,224158,bd1b79a3bc8ae28b9accc038d1a4533c994661951f570e6b50743a3019558b12,1,113845,1389354,954719,222113,23.26,156577,36884,0,141615,236776,313059,NEW,5.87,108,2024-03-20
2021,CG,057135,f9a62d776cff44078af21247e0789a79c617ff841ed03d8eb905cca6d12c7c91,0,5755,1624177,977098,271633,27.8,129628,87969,0,195117,53733,536881,OLD,4.16,115,2026-02-04
2023,CG,056851,fee2b32aec1021ea009041441a6288c956be710b49e280d714a4242735e2b8f5,1,82818,2234865,1241312,127607,10.28,133740,0,6133,391436,213554,124199,OLD,2.47,92,2024-02-12
2020,MN,159928,cf478241a7f49138826e6b4b96c246cb51288453bbce60efc32e90f4b2022204,1,18943,5740023,4647005,1053627,22.67,1146575,0,92948,335529,203118,1572396,NEW,5.99,5,2024-06-26
2018,MZ,174886,4840e4384bccc8a19f754d16710646ed617afa896d6586b71a6b7c943a637231,0,161161,4076748,3315803,744213,22.44,377623,254605,0,609131,332235,945827,OLD,1.38,96,2025-02-14
2018,PY,363415,0fe8a1f9a8b6b5ea0c17707c95cd16d4eb70962a94a7bf604ca8fa2117f21543,1,17129,4219813,2745932,673915,24.54,707671,0,33756,665617,436313,1112449,OLD,4.6,119,2025-06-24
2021,KA,115267,bdd8c1bd91f31530184ee4d32afc4be28d39a8c14c5a767cecf2cd1b688a6be2,1,186406,462590,286645,52766,18.41,59013,0,6247,93055,238560,137908,NEW,1.7,51,2025-02-12
2025,GJ,071628,db11d8f5fc990c756d7f5a4871745c2fe4ed07c681f98bee6a5d33d9812d8b5b,1,12380,213656,166020,780,0.47,372,181,0,47595,43557,40441,NEW,3.31,61,2026-01-08
2019,LD,351117,21fb4a728d76db24b526c87192982f2f5827e5fe7dc23b0dadd9aae7448c58c5,0,122511,2151677,1586269,332922,20.99,398821,0,65899,506121,208231,289284,NEW,0.42,5,2024-06-03
2021,GA,065191,a760272dda34c6e66c2998f6035e9b7b76987b1a55337104b6bee7ac05783a81,1,67420,5342642,3636048,712429,19.59,287565,214071,0,168729,154932,442018,NEW,5.09,73,2026-02-25
2023,AP,018254,b1e496677984e4eede97b4fda9bb4a18478f2e6237d6917fae02808363338820,0,23029,244162,157201,30762,19.57,33036,0,2274,49825,137555,103177,NEW,2.26,91,2024-07-13
2019,ML,165332,a377c41a832300906c35bc901752ab6dadd3e62436e4a3d2374786ef40f17672,1,72178,4631850,4258993,383375,9.0,324577,14755,0,782123,76569,836600,NEW,3.55,26,2025-07-29
2023,MN,157819,98910e037784551fb4074c9480548ab32bd1fb8ea180ce78f004fe11fdfb7810,1,8952,4952071,4818592,150934,3.13,175962,0,25028,458968,-75398,628917,NEW,5.57,77,2024-09-07
2020,TN,231779,0340e8debde48355b7ceb02d02970ccc8137143b785313b1bb4385fbdfec3411,0,139876,1775663,1248113,75626,6.06,50705,6426,0,409650,20571,41987,NEW,0.28,33,2025-06-21
2024,DL,324493,612f5718c35530574ec5593dbafd6aa15b24c2c4b93ac7c171dfbafca20754a4,1,174310,835561,710390,49148,6.92,33847,458,0,179670,216920,282455,NEW,5.81,19,2024-01-08
2022,LA,346131,72203f0f125061ba06d747102dbab2b5077db27e82f8dd27a98f23a6b21e564d,1,66646,1047776,966243,53679,5.56,57560,0,3881,202838,-79754,248831,NEW,3.2,5,2025-07-20
2022,KA,113476,15297eb73cbb7d2acb57f0584b39e084615df95280139863b796e3e289b86c54,0,88370,601647,337874,26439,7.83,25607,706,0,8646,-30724,51701,OLD,4.71,91,2025-10-05
2019,PY,360141,89b905d3d5820d979daf5257068cc32b01f2b910d0fa8757822da8692ef8e86c,1,28938,5085283,4782545,143476,3.0,126318,15142,0,225032,205121,2044376,OLD,2.89,27,2024-09-24
2021,TN,230734,0cf4adc88f3fcb1e396b995dbe5c00a2d9cd8549bf41c882cb3fe9b904430f24,0,96946,4751569,3633211,313125,8.62,286668,23098,0,1090876,447634,1996615,NEW,4.91,20,2025-08-31
2024,AS,039276,1cb4c434e8f3d8cfe4aa33592033e36ea89b923d7ea67474a178ca4d890699b0,0,189428,4085637,3225210,1029884,31.93,974384,30731,0,1003265,-24858,1619155,NEW,5.3,115,2025-02-23
2018,LA,346051,a162680f2a98ea8cc26ef2620346a7df3a45d9569464160de621f01edebe9e2f,1,108114,673615,526864,86217,16.36,37786,45293,0,46699,-75255,170045,NEW,2.35,89,2024-09-09
2024,CG,052645,7ad36a81e5ff0512c4c7fb492c1cc2e1db1065963c3b3d1ba7c09ec26cdc3fd1,1,175219,5708522,3735991,411763,11.02,203504,103940,0,395867,79298,958894,OLD,4.36,33,2025-04-03
2021,SK,222588,2049113157af729883819310ea2007bdcc541dbdfe9b6f76388d655f27fddd02,1,156242,4152935,3681011,848678,23.06,462534,178608,0,633639,-76842,302535,NEW,5.99,86,2025-03-27
2023,AN,290395,88b0871a7887776e158face7889b259b7055853dcb4ece9046b9eb37e9026224,1,25720,4993784,4319151,648854,15.02,351308,141150,0,95108,390802,847742,NEW,4.57,61,2024-09-26
2023,HP,099447,4bcc8e6e98213232387502d411648a13d33de7d99f138d2ded57ce095806d5d3,1,11525,2372201,1402423,42072,3.0,45199,0,3127,353051,328777,653486,OLD,5.75,3,2024-09-15
2021,JH,101082,f5e5b4e39f025f378df3da5345657df1ffe111938dae79bbbd44b55e15e3439e,1,73192,1306809,1034993,181294,17.52,129735,31631,0,316472,-53436,133227,NEW,4.45,34,2024-12-17
2020,NL,187594,82949316810a0ddcd21fe1654981bdf6268c8bffd8c0aeb45ee6ecc0deb0214c,1,188065,4956941,4766204,463757,9.73,367081,43402,0,367994,-62336,1034926,OLD,2.05,93,2024-01-22
2023,DL,322402,4f9de215cf2479ba46aaae3bd957878f358ad05b39b80c4d70b783acdebc0c45,1,34448,450689,416706,76165,18.28,35913,39231,0,83686,188341,116228,NEW,4.98,87,2025-03-28
2019,HP,093356,1a978000cd084385f5c91e928044511a02da29332bcca033b4dfe9e3c2d32a31,0,9850,1219679,999086,55379,5.54,60721,0,5342,160052,110893,401451,OLD,4.03,50,2025-04-09
2022,TS,242739,3b91a2e83f66a9df7a14e5983ce4725882156ee544cd686f5280775dcfd1b511,1,191863,1048940,666536,102923,15.44,42014,4671,0,75343,275252,43119,NEW,0.3,118,2025-02-28
2018,MZ,178245,55df2d54e01583bb5ecb299677c10e26b89ea7f0c18e0f55c6dfc3a4724f2f2e,0,40385,643839,450240,27899,6.2,13018,5225,0,66392,408674,251192,OLD,1.12,62,2025-07-21
2023,CG,050328,867958a0c96b60c063b6bc1c9e7f7509fdbca47f47ff7dd0aedd9881f5b73cd8,1,71839,3374299,2074026,198320,9.56,208174,0,9854,464878,70467,692519,OLD,1.64,4,2025-01-23
2023,UK,263522,59b815b92f7e7c9fdf5bfc098089230e7d8cde10c5139b1816c59dc52f711ad0,1,156259,1486183,1342662,295241,21.99,148942,145114,0,282965,329093,389185,OLD,4.49,115,2024-09-19
2018,CH,302793,a55746c67a74e840dd0909f5112e8ae0f14c9f22cd82a3fb8184960808335676,1,20525,5801748,5133551,373973,7.28,386944,0,12971,784389,69778,2454966,OLD,4.8,5,2025-09-24
2024,RJ,212729,4e1edc356957d874f4634c6c8deb252760a67196681beb618c1eb95fbc2366cd,1,35037,5602989,5274956,704122,13.35,479038,80966,0,1295887,12720,423532,NEW,4.98,110,2024-07-08
2021,GJ,071929,2e7c4455966f9e50094a6239c611811df004ac95b5d0e36de0b3f0b7b4a8cda5,1,145641,1135347,655390,15338,2.34,15658,0,320,33194,433229,451889,OLD,0.5,11,2024-01-08
2024,GA,069124,907eb4b04c3648b806e8a1ee0f1608ca46c4520827b3d7212fc9c6aacd64be1c,1,2318,5000357,4824478,1060863,21.99,467081,269049,0,1197207,23087,1810097,OLD,0.53,47,2024-07-26
2018,ML,163786,8471181ab2ef58594c10276630465ea6c9479c82a3c4decd9f3e4d1123735474,1,142631,378665,365625,63056,17.25,42437,4305,0,52128,-38337,169381,NEW,1.87,9,2025-07-17
2019,OD,194182,c3789e62ee76f922ab0e8d7dea906e9a9e6b80561259192b032600b31df19aa0,0,108940,1821855,1530351,398523,26.04,312848,33800,0,178457,217594,322229,OLD,4.12,86,2024-10-01
2021,PB,203851,9aca340c05ef336f4d093f3fe0fbd9c3f81287e9dd1e24ce775139d0e7d4062e,1,48965,4010261,3726141,638005,17.12,574564,18166,0,76246,219508,228910,NEW,5.07,38,2024-05-11
2019,HP,099802,87deba9904bdd307a8b2b7f98a130da3dabf9916776dde247d4e707acb6fabff,1,123098,1355767,1001272,318553,31.81,340525,0,21972,100410,157270,8648,OLD,5.23,63,2025-01-02
2020,OD,193390,c51ae576a782fe1d28cc6bb53fa72c4ccea4f1a0d7bda8581c9f9372ca56b825,1,64970,606309,415178,32036,7.72,19079,10580,0,66380,-70271,216251,NEW,1.32,25,2024-05-30
2023,KA,113416,d547c9429bd1ff7aad5cd3ac4a5b5f2c2bc91b76eab29abc941613832081e519,1,189839,1067525,657999,156257,23.75,144867,2990,0,250085,-53455,65618,NEW,4.63,99,2025-08-17
